full_sq,life_sq,build_year,num_room,kitch_sq,year,gdp_quart_growth,timestamp,floor,max_floor,material,railroad_station_walk_km,public_transport_station_km,university_km,workplaces_km,shopping_centers_km,office_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,railroad_km,area_m,price_doc
38,19.0,1986.0,1,8.0,2013,0.7,2013-06-03,17.0,17.0,1.0,5.77594374,0.110590808,2.145912768,2.265750771,0.7473564,1.830417836,14.8870519,16.47831201,17.1384745,1.268505256,3.177388686,7128794.338,1600000
82,82.0,1979.0,2,12.0,2013,0.7,2013-06-05,5.0,6.0,2.0,23.58949124,0.329757138,25.60044173,21.98227311,14.37822361,14.71260298,35.554413,36.68360441,37.43465057,0.768151505,15.486617,16315230.22,3502000
43,29.0,1960.0,2,5.0,2013,0.7,2013-06-06,3.0,5.0,2.0,3.003397002,0.06807674,1.107361928,2.13559698,1.007656355,0.616706356,7.622466638,9.07631771,9.686066016,0.483933067,0.682937252,5293464.965,6400000
54,31.0,1995.0,2,9.0,2013,0.7,2013-06-06,7.0,10.0,1.0,2.357002816,0.286806212,2.700859838,2.042884648,0.387161914,0.744048198,10.96516285,12.34922895,13.16181998,4.433464586,1.757140063,11754772.16,9100000
85,34.0,1979.0,3,0.0,2013,0.7,2013-06-06,8.0,22.0,1.0,3.306880248,1.460157669,28.25968569,14.53624517,4.27983442,6.270992252,30.1588331,31.50160501,32.18003713,5.011033455,2.216060073,41335397.7,7563348
44,28.0,1979.0,2,6.0,2013,0.7,2013-06-06,1.0,9.0,1.0,5.272628885,0.129691269,6.836693852,2.161933568,0.50554527,0.977691342,12.14195487,12.99203109,14.16919864,1.461423323,2.251771581,16751119.46,7200000
32,18.0,1975.0,1,5.0,2013,0.7,2013-06-07,7.0,9.0,1.0,1.884678435,0.123805017,3.575302493,0.589534393,0.084943303,0.487131435,10.77742453,12.21179296,12.83693772,0.926058977,1.235053345,6206098.885,5100000
52,33.0,2004.0,2,7.0,2013,0.7,2013-06-07,13.0,25.0,2.0,1.81174988,0.169182893,3.273892092,2.146019385,0.249912966,1.308059236,9.599705208,10.45417718,11.62952686,2.831433908,0.318336888,7963518.819,11200000
56,29.0,1987.0,2,10.0,2013,0.7,2013-06-07,5.0,16.0,5.0,2.777813811,0.11100933,2.399594451,0.330125717,1.056132565,0.431343308,5.387931442,6.229349789,7.384153367,0.517744593,0.258020843,18036436.51,10400000
31,21.0,1962.0,1,5.0,2013,0.7,2013-06-07,5.0,9.0,5.0,4.788364344,0.202716677,1.682622532,2.586199606,1.239312676,0.360791929,4.510782969,5.658066934,6.539244876,1.796834393,1.043566228,18800000.1,6200000
43,27.0,1960.0,2,5.0,2013,0.7,2013-06-10,1.0,5.0,2.0,1.716647906,0.097635103,1.65433339,0.492325041,1.163794747,0.585300339,5.975868866,6.692665217,8.493674235,3.882061817,0.815000709,5586342.585,5950000
46,29.0,1969.0,2,5.0,2013,0.7,2013-06-10,9.0,9.0,2.0,2.288152122,0.167953973,2.642085494,0.221890321,0.144745859,0.852502002,13.85472238,14.47539346,15.94799159,0.360095903,1.123706514,7126815.285,5900000
74,45.0,1993.0,3,10.0,2013,0.7,2013-06-10,7.0,14.0,1.0,3.875933787,0.203788023,11.08486164,0.606645358,0.164543039,0.515920102,17.18260173,18.02897167,19.21188988,2.256519613,1.912466489,12583535.69,11000000
75,46.0,1996.0,3,10.0,2013,0.7,2013-06-10,11.0,17.0,1.0,3.285050804,0.055105604,11.62471597,1.579856887,1.335861672,1.052777286,16.49716939,17.3582973,18.52698744,1.987031901,0.830705031,12583535.69,10500000
45,29.0,1972.0,2,6.0,2013,0.7,2013-06-10,2.0,9.0,1.0,9.351514872,0.214141916,1.584498893,2.791632167,0.627743762,0.627743762,11.48214305,12.68407653,13.40770287,3.452242822,5.371388446,7811375.434,2000000
38,19.0,2011.0,1,7.0,2013,0.7,2013-06-11,16.0,17.0,1.0,8.793563553,0.077306712,11.86835793,9.129762913,0.792991938,0.792991938,21.3197114,22.47869812,23.27846354,1.823749462,4.965152814,40366999.51,2680000
38,24.0,1965.0,2,5.0,2013,0.7,2013-06-11,4.0,9.0,2.0,1.426169554,0.142092487,2.241246952,0.488584741,0.34907106,0.162976562,7.218021693,8.008668675,9.240677764,0.121331817,0.683556607,3496889.653,4500000
54,32.0,2010.0,2,9.0,2013,0.7,2013-06-11,7.0,17.0,1.0,0.873517794,0.082184545,0.302030439,0.728086393,1.337806237,1.089885963,5.784088021,6.354869551,7.843684814,1.867246058,0.356592566,12505755.08,4569600
41,20.0,1985.0,1,8.0,2013,0.7,2013-06-12,11.0,12.0,1.0,2.598118995,0.190947134,8.765926412,1.358822297,1.375359221,0.830948524,13.92333896,14.71698577,15.94506751,1.591302608,0.568742142,7887684.174,6600000
59,33.0,2006.0,2,0.0,2013,0.7,2013-06-14,16.0,17.0,1.0,1.76849802,0.135085098,4.455435579,2.171582283,0.48640333,0.533078579,9.762448078,10.3672461,11.85139434,0.464973985,0.351826257,3875439.354,9850000
40,24.0,1961.0,2,5.0,2013,0.7,2013-06-14,7.0,8.0,2.0,2.734805999,0.101573201,0.780883285,0.422977148,1.05126752,0.729097501,6.437975291,7.121966539,8.582851542,0.217957437,0.101430657,3497818.591,7300000
33,15.0,2003.0,1,7.0,2013,0.7,2013-06-14,12.0,14.0,1.0,2.488556111,0.048894169,14.87929738,5.853254357,0.316908013,4.804960031,21.03955598,22.36546757,23.05048525,2.843945021,0.097174632,26155137.04,5300000
39,19.0,1985.0,1,8.0,2013,0.7,2013-06-14,4.0,17.0,1.0,0.427229627,0.072169249,1.578910379,1.413241917,0.221239997,0.328644025,2.968718371,3.816055412,4.992584365,0.091853272,0.038928812,8568431.188,3000000
56,38.0,1971.0,3,6.0,2013,0.7,2013-06-15,2.0,9.0,1.0,1.042052715,0.027653384,0.554727069,0.585910274,0.538776306,0.391320139,1.254929661,1.90442262,3.522618212,1.02358727,0.10220888,4512002.453,10500000
60,42.0,1978.0,3,6.0,2013,0.7,2013-06-17,4.0,9.0,1.0,1.808864241,0.212279044,0.761578382,2.991566478,0.751432695,0.904291107,8.970573194,9.558150788,11.03180155,2.91081026,0.421751476,10053051.74,1000000
38,23.0,1966.0,2,6.0,2013,0.7,2013-06-17,7.0,12.0,5.0,2.067051501,0.161089808,1.473944899,0.740584047,0.933005156,0.48150916,5.104816328,5.8223096,7.623551341,3.011011641,0.582659763,5586342.585,6700000
43,34.0,1979.0,1,1.0,2013,0.7,2013-06-18,6.0,22.0,4.0,2.479131772,0.97112606,19.64964925,10.72170789,1.395776075,5.87515798,21.95941489,23.11817841,23.99671721,2.343856575,1.587344384,25536296.81,4391053
71,42.0,1987.0,3,10.0,2013,0.7,2013-06-18,16.0,17.0,1.0,3.348306721,0.059242974,7.13645588,1.52701662,0.79585295,1.14723621,10.00677648,11.05468974,11.90780782,2.842509296,1.228219876,12164477.11,14500000
46,45.0,1967.0,2,5.0,2013,0.7,2013-06-19,5.0,5.0,1.0,1.364745846,0.169865073,1.310507339,1.065809652,1.989988526,1.089906298,10.6384297,11.30928061,12.70854465,2.276153588,0.442138021,8841267.454,5800000
43,27.0,1979.0,2,5.0,2013,0.7,2013-06-19,1.0,5.0,2.0,0.802616653,0.108815676,1.780585805,1.2322945,1.920868653,0.725552688,6.153715151,7.21045173,8.272261365,0.074195202,0.323053705,4808269.831,14000000
114,69.0,2000.0,3,16.0,2013,0.7,2013-06-19,13.0,18.0,4.0,2.833299483,0.222603093,2.228542601,0.467762826,0.93325391,0.536273204,5.280122648,6.119637859,7.277351301,0.596035579,0.121046023,18036436.51,28500000
58,31.0,1985.0,2,10.0,2013,0.7,2013-06-19,17.0,17.0,1.0,3.303438481,0.235183503,3.127240548,2.628682627,1.217796864,2.091580553,12.36173898,13.88196228,14.60179165,3.358782875,2.757360977,7587523.226,8500000
44,27.0,1967.0,2,5.0,2013,0.7,2013-06-19,2.0,9.0,1.0,7.759839085,0.119742022,1.446060917,3.549698945,0.929048471,0.497646332,10.19382167,11.29360989,12.03599178,1.628101854,5.821504226,7811375.434,6900000
39,25.0,1964.0,2,5.0,2013,0.7,2013-06-19,1.0,5.0,2.0,2.119033059,0.046362754,1.547545704,0.258883922,1.32104072,1.585511182,6.410577628,6.998633615,8.489868678,1.17150219,0.350448294,2104404.816,6400000
39,20.0,1977.0,1,8.0,2013,0.7,2013-06-20,3.0,12.0,1.0,5.937345126,0.117126235,7.945690738,0.498730887,0.292564256,1.360290221,13.95359955,14.5666555,16.03078933,0.204280521,1.307362638,6407578.1,4850000
66,46.0,1983.0,3,7.0,2013,0.7,2013-06-20,8.0,16.0,5.0,4.463404603,0.232491155,3.105578304,1.813034157,1.510260142,1.967551102,10.59662501,11.24598351,12.94891947,0.163647822,1.891702502,10207215.1,2000000
41,17.0,1979.0,1,8.0,2013,0.7,2013-06-20,12.0,16.0,1.0,4.422534013,0.309455645,2.435353481,3.097861683,0.821392907,0.4126586,6.307983652,7.476963288,8.34714261,3.070866316,1.023058751,18800000.1,3000000
59,43.0,1980.0,3,6.0,2013,0.7,2013-06-20,8.0,9.0,1.0,2.276809459,0.216411328,4.401073452,2.313055808,0.152610854,0.76809395,10.6035228,12.16777781,12.85084117,5.191636647,0.938716189,11754772.16,2000000
55,55.0,1979.0,2,1.0,2013,0.7,2013-06-21,2.0,17.0,6.0,14.66781864,2.734466761,15.49297954,12.65017974,3.242714382,3.242714382,25.03640733,26.19777888,27.00081593,3.088887133,4.517968528,35747947.91,3378817
54,32.0,2004.0,2,9.0,2013,0.7,2013-06-22,10.0,12.0,1.0,1.745186789,0.075450316,1.343004494,1.545886958,0.334898503,0.503413563,2.256121445,2.865893541,4.322649195,0.089828764,0.614190066,4684027.803,10300000
53,32.0,1978.0,2,9.0,2013,0.7,2013-06-22,9.0,16.0,1.0,4.725109081,0.283440597,6.023510053,0.494673634,0.333180675,0.452530657,12.4262932,12.99740302,14.48359143,2.259759764,0.794414741,3294351.983,9300000
42,28.0,1970.0,2,6.0,2013,0.7,2013-06-24,9.0,9.0,1.0,3.219388205,0.042346004,1.853073058,1.819784556,0.227588407,0.909864379,8.487425636,9.166148598,10.59835129,1.882831022,0.436100544,4441296.195,7250000
44,28.0,1968.0,2,5.0,2013,0.7,2013-06-24,8.0,9.0,2.0,0.611447426,0.106897663,6.225560791,0.74445224,0.410818807,0.440929862,9.047551678,10.07972344,10.95241181,0.364073779,0.13961643,16861532.79,8000000
36,19.0,1980.0,1,8.0,2013,0.7,2013-06-24,5.0,16.0,1.0,6.701844189,0.156874452,8.115009754,0.63978033,0.629828965,0.743999218,13.42854997,14.05392127,15.51195518,0.596418817,0.702360263,6407578.1,6100000
37,18.0,1979.0,1,8.0,2013,0.7,2013-06-24,12.0,16.0,1.0,6.716911473,0.129071082,9.592111516,2.228548787,0.42960541,1.401485369,13.49205062,14.3467377,15.52089649,0.241919992,1.093413136,16751119.46,6900000
45,28.0,1964.0,2,5.0,2013,0.7,2013-06-24,2.0,5.0,1.0,2.327240061,0.267853101,4.209929594,2.870614299,0.4471223,1.126502857,10.74568173,12.42571932,12.9128629,2.633745742,1.478990517,8287309.439,6775000
41,34.0,1979.0,1,10.0,2013,0.7,2013-06-25,24.0,25.0,4.0,3.863016791,0.159566871,8.900627404,5.081010317,2.160933247,5.273047018,17.64838925,18.4071203,19.76393757,3.262172437,2.832922626,11391678.48,3036886
78,43.0,1985.0,3,10.0,2013,0.7,2013-06-25,1.0,17.0,1.0,3.014787065,0.158441475,9.19552978,1.749757275,1.455236122,1.214325326,14.40519614,15.19654517,16.42694045,1.303094245,1.058141437,7887684.174,10500000
61,32.0,2000.0,2,10.0,2013,0.7,2013-06-25,12.0,14.0,1.0,2.3755884,0.035081328,2.2907698,1.257822157,0.421084583,0.683655331,3.000006875,3.734864731,5.493601594,0.709910894,0.82773554,8398460.622,11500000
44,30.0,1962.0,2,5.0,2013,0.7,2013-06-26,4.0,5.0,5.0,0.664649466,0.285448275,2.177905097,0.639363404,2.103360854,0.577456324,8.761746943,9.429137002,10.8461751,1.877893928,0.245425052,4787424.272,5650000
51,32.0,1969.0,2,8.0,2013,0.7,2013-06-26,6.0,14.0,2.0,1.643034201,0.199401516,3.081735929,1.712226827,0.449522066,0.417208112,9.679016883,10.5074049,11.70448952,2.092114916,0.463158274,13089795.79,8720000
51,24.0,1971.0,2,7.0,2013,0.7,2013-06-26,7.0,14.0,2.0,2.625964159,0.191208736,3.233054407,1.196726757,1.354875857,0.820463565,6.200189192,6.935102367,8.727620643,4.174577217,1.429922732,5586342.585,9150000
45,30.0,1974.0,2,6.0,2013,0.7,2013-06-26,2.0,12.0,1.0,4.822566143,0.119812493,6.117698898,0.913609025,0.360724155,0.353204047,12.83239687,13.40527546,14.88876044,1.775069226,1.109989212,6407578.1,7400000
60,41.0,1967.0,3,5.0,2013,0.7,2013-06-26,3.0,5.0,1.0,6.132185043,0.178725179,2.932050762,0.68964749,1.564347052,1.654519515,11.38640925,12.13396483,13.93062777,1.548826898,1.82372393,14286990.83,7200000
61,32.0,2008.0,2,9.0,2013,0.7,2013-06-26,16.0,23.0,1.0,2.059689446,0.443991446,2.854714563,0.355114132,1.595105783,1.104374319,6.573751001,7.508448674,8.705935142,1.06699085,0.146921613,6377883.078,11300000
43,43.0,1965.0,2,5.0,2013,0.7,2013-06-26,2.0,5.0,2.0,4.62578251,0.155339344,7.928840142,1.598069707,0.42501908,0.947598957,8.609931847,9.675800794,10.55277469,0.464166106,0.826517114,6982964.492,6700000
35,19.0,1982.0,1,8.0,2013,0.7,2013-06-26,16.0,16.0,1.0,1.256655537,0.218136838,5.708477644,3.011031783,0.656544164,1.041510835,13.42722384,14.09892821,15.50158072,1.002589471,0.014222994,7632939.805,5700000
57,35.0,1959.0,2,7.0,2013,0.7,2013-06-26,4.0,5.0,2.0,0.577060305,0.052645926,1.977482905,1.028777226,0.346478639,0.143586428,2.581070169,3.169896949,4.66052606,0.388125197,0.415859111,4684027.803,8700000
65,33.0,2010.0,2,9.0,2013,0.7,2013-06-26,10.0,20.0,2.0,4.313422181,0.290963804,2.396063118,0.735306553,0.756786222,1.38311383,10.02975792,10.77802533,12.57467409,2.514449869,1.400068404,14286990.83,2000000
30,17.0,1965.0,1,6.0,2013,0.7,2013-06-26,5.0,9.0,2.0,3.502824734,0.281466821,2.756229507,0.324550558,0.333468268,0.817984901,6.480609157,7.323274606,8.475497957,0.511946767,1.220790055,18036436.51,5900000
36,18.0,1986.0,1,9.0,2013,0.7,2013-06-26,12.0,16.0,5.0,1.961093466,0.109548534,2.756118583,1.178171491,1.09005052,0.409666212,5.526170964,6.4744307,7.657794914,1.208049493,0.426875252,4808269.831,5450000
38,24.0,1962.0,2,5.0,2013,0.7,2013-06-27,1.0,5.0,2.0,1.84996288,0.165942317,1.760266283,1.251352629,0.871760205,0.955298041,4.011763691,5.509628143,6.234937364,0.872038978,0.902121519,4579593.033,6300000
32,19.0,1962.0,1,5.0,2013,0.7,2013-06-27,4.0,5.0,5.0,1.949883602,0.051446809,2.860954684,0.251787864,0.411144459,0.553863254,14.14095719,14.75938141,16.23379947,0.352589772,0.851832648,7126815.285,990000
64,46.0,1983.0,3,7.0,2013,0.7,2013-06-27,14.0,16.0,5.0,1.720143912,0.094588058,1.651539432,1.655635134,0.298361339,0.811974524,4.264971365,5.684377811,6.315815028,0.971366711,0.169800718,5686537.395,12200000
48,28.0,1972.0,2,9.0,2013,0.7,2013-06-27,1.0,9.0,1.0,2.451821797,0.310525534,7.624238332,1.114295193,0.614658155,0.662867715,13.73790054,15.19254957,15.80242027,0.318274092,1.22881967,9282438.657,6200000
43,28.0,1969.0,2,6.0,2013,0.7,2013-06-27,7.0,9.0,1.0,1.360012593,0.052724701,5.310872763,0.508151879,0.564095419,1.097101808,11.84075572,12.43336261,13.9234866,1.471534397,0.134073623,3294351.983,5800000
41,19.0,2007.0,1,10.0,2013,0.7,2013-06-27,11.0,14.0,6.0,3.170330108,0.172013352,3.05382171,0.452130305,0.625726386,1.147760724,7.470329949,8.434675067,9.59959284,0.499058422,0.411899128,7984443.568,7600000
71,46.0,1961.0,3,8.0,2013,0.7,2013-06-27,6.0,8.0,2.0,1.683725325,0.063354077,1.079994829,1.708351198,0.893562028,0.246025533,5.208127664,5.836129731,7.289595774,1.121253424,0.142376828,12505755.08,14500000
50,30.0,1984.0,2,8.0,2013,0.7,2013-06-28,7.0,16.0,1.0,2.750133352,0.208460615,1.953590361,0.473629962,0.997303003,0.445640865,4.342972809,5.558253785,6.272104157,1.078352163,0.826337406,5704502.19,9900000
37,19.0,1979.0,1,1.0,2013,0.7,2013-06-28,14.0,17.0,1.0,1.923494882,0.035986494,8.837248169,5.599071264,2.215103803,4.778766451,18.41892854,19.27253651,20.54946417,1.905125046,1.214861324,11391678.48,3845468
31,21.0,1962.0,1,5.0,2013,0.7,2013-06-29,8.0,9.0,5.0,4.641148404,0.134812698,1.801145121,2.114167499,0.108127376,0.438483986,6.919734303,8.289078307,8.949666168,1.759700599,1.856823472,3998216.265,3000000
49,29.0,1976.0,2,9.0,2013,0.7,2013-06-29,7.0,12.0,1.0,1.831182695,0.219300925,4.611577594,1.034216426,0.292423551,1.522079063,12.84183498,13.49059171,15.06059749,1.177276694,0.867789686,5361326.947,1000000
54,32.0,1997.0,2,9.0,2013,0.7,2013-06-29,14.0,17.0,1.0,2.20440638,0.175577121,4.787878524,0.32084588,0.343080943,2.832552884,12.77230927,13.31076272,14.82493597,1.060902534,1.547020259,3707575.212,8050000
79,49.0,1957.0,4,7.0,2013,0.7,2013-06-29,5.0,5.0,2.0,2.07484431,0.23360165,0.656755292,1.19444032,1.086046211,0.153437629,5.466411628,6.212876458,8.001352031,3.071625238,0.466537286,7905261.321,10300000
142,142.0,2013.0,2,10.0,2013,1.2,2013-07-01,4.0,6.0,2.0,23.58949124,0.329757138,25.60044173,21.98227311,14.37822361,14.71260298,35.554413,36.68360441,37.43465057,0.768151505,15.486617,16315230.22,5680000
39,29.0,1965.0,2,0.0,2013,1.2,2013-07-01,4.0,12.0,5.0,2.396335828,0.420813393,8.958185596,0.246783406,1.27527332,1.154156658,12.06800712,13.12797715,13.98091123,0.843583333,0.606162166,52351766.54,7650000
54,30.0,1989.0,2,8.0,2013,1.2,2013-07-01,3.0,14.0,1.0,2.02771559,0.113525944,3.861878037,1.535213181,0.927305393,0.711203751,9.756157427,11.30670828,12.00059138,5.785136559,0.246005588,11754772.16,8300000
55,40.0,1958.0,3,5.0,2013,1.2,2013-07-01,4.0,5.0,2.0,1.652690025,0.186273976,1.072660712,0.897702398,1.116729972,0.221598733,1.670131331,2.83412122,3.708609688,1.027575529,0.945093537,10071560.22,16000000
74,44.0,1988.0,3,10.0,2013,1.2,2013-07-01,12.0,17.0,1.0,1.186264778,0.180556335,1.805500344,1.697289145,0.661824816,0.303944969,3.013213819,3.688519879,5.419814801,0.787288705,0.935126203,8993640.418,12500000
59,42.0,1969.0,3,6.0,2013,1.2,2013-07-01,5.0,9.0,1.0,8.704667878,0.299520268,1.890261958,3.166663447,0.451649876,0.538950456,10.66664514,11.82015522,12.55402845,2.472077048,5.644202108,7811375.434,10000000
57,35.0,2008.0,2,8.0,2013,1.2,2013-07-01,7.0,14.0,1.0,2.184803011,0.279054877,14.82038713,4.370314021,1.180881022,3.836774874,20.09414565,21.4785038,22.13600162,1.007525742,0.387802435,26155137.04,7700000
34,13.0,2012.0,1,10.0,2013,1.2,2013-07-01,16.0,25.0,4.0,10.12958601,0.559993689,9.133333084,5.694002829,4.290694117,3.810255485,19.32885529,20.51218165,21.24186127,1.59243052,4.185132792,66772450.69,3478200
59,38.0,1975.0,3,7.0,2013,1.2,2013-07-01,2.0,9.0,1.0,1.2236857,0.382428222,0.302420846,0.464894139,1.241514518,1.425954109,5.728898463,6.312200504,7.80378272,1.453827432,0.168036266,2104404.816,8700000
59,34.0,1979.0,2,1.0,2013,1.2,2013-07-02,4.0,24.0,1.0,3.144386407,0.604855566,15.8567978,11.58210125,0.681712764,4.418178278,22.30573273,23.47409759,24.34442477,2.580996903,1.273418966,25536296.81,4837017
71,71.0,2013.0,2,1.0,2013,1.2,2013-07-02,1.0,22.0,6.0,2.096932235,1.840368212,18.5288617,11.45885791,2.634358076,4.909177932,22.99631041,24.14808173,25.02885405,1.724120532,1.520018152,25536296.81,5930866
83,44.0,2006.0,3,10.0,2013,1.2,2013-07-02,20.0,22.0,1.0,3.555224278,0.106697711,2.487956223,1.194826383,0.210672582,0.845872555,10.97831505,11.63853578,13.08032993,2.829206562,0.905619437,3879802.193,2000000
52,30.0,1990.0,2,8.0,2013,1.2,2013-07-03,7.0,14.0,1.0,2.278955439,0.166778221,2.692394775,2.272998627,0.515826819,1.543634613,11.11387354,12.84782031,13.35672578,4.008239015,0.162012099,8287309.439,8500000
44,30.0,1961.0,2,5.0,2013,1.2,2013-07-03,5.0,5.0,1.0,1.211503072,0.021119314,0.946579177,1.826487593,0.624678973,0.294852809,0.636489632,1.17021098,2.8007367,1.244958338,0.111605041,8398460.622,6800000
44,28.0,1961.0,2,5.0,2013,1.2,2013-07-03,1.0,5.0,5.0,3.733167924,0.187816972,1.996289355,1.51839913,0.644490843,0.636380522,8.845129513,9.593705092,11.39013095,3.603912335,1.638328068,4190070.548,3000000
124,124.0,1979.0,2,12.0,2013,1.2,2013-07-03,2.0,5.0,2.0,23.6371354,0.352722235,25.64808589,22.00061033,14.46543982,14.69850531,35.56563473,36.69524104,37.44680016,0.855755925,15.44948895,16315230.22,5586300
44,29.0,1960.0,2,6.0,2013,1.2,2013-07-03,3.0,5.0,5.0,3.328389532,0.09651412,2.896210384,0.856483917,1.25681065,0.717403758,8.853170344,9.590623969,11.3814695,3.731118536,0.943772747,27456466.68,6300000
81,54.0,1958.0,3,8.0,2013,1.2,2013-07-03,5.0,7.0,2.0,2.230983411,0.041913737,3.095732731,1.223626361,0.440316575,0.177680917,3.804982603,4.521732835,5.862265695,0.786177405,0.867627473,2641243.496,17500000
36,19.0,1982.0,1,9.0,2013,1.2,2013-07-03,7.0,16.0,5.0,5.999520286,0.040777779,0.564019557,1.119302893,0.379192033,0.67925686,10.00649467,10.74930956,12.52751565,2.233201896,0.952564929,15045565.2,2000000
50,33.0,1969.0,2,6.0,2013,1.2,2013-07-04,7.0,9.0,1.0,1.195043597,0.365476512,0.775078277,1.586304326,1.364791106,1.383963325,6.784023298,7.883198919,8.884683654,0.660621701,0.50112358,4808269.831,7200000
59,35.0,1946.0,2,5.0,2013,1.2,2013-07-04,6.0,9.0,2.0,1.599665712,0.271249059,1.478492772,1.044055162,0.718580222,0.117081137,0.888992106,1.967872762,2.847211931,1.832844073,0.470816495,10071560.22,19100000
106,72.0,1917.0,5,8.0,2013,1.2,2013-07-04,4.0,4.0,2.0,3.326325201,0.251482526,0.811521928,0.914364767,0.485623531,0.093680929,1.227847079,0.234327224,0.756164898,3.778567225,1.817853597,11638050.15,22800000
123,123.0,2013.0,3,123.0,2013,1.2,2013-07-04,3.0,10.0,2.0,9.548273834,3.235095587,14.64678482,10.84746894,6.451039262,7.735508483,24.61945735,25.78642364,26.52004121,2.608965645,4.112304706,21494094.8,8287230
40,20.0,2004.0,1,8.0,2013,1.2,2013-07-05,5.0,9.0,1.0,1.830838804,0.136670008,3.500263405,3.782349058,0.722593643,1.643302568,8.935860226,9.492233797,11.08627237,1.68500346,1.112028331,4395332.782,2000000
91,91.0,1979.0,2,12.0,2013,1.2,2013-07-05,1.0,1.0,2.0,23.6371354,0.352722235,25.64808589,22.00061033,14.46543982,14.69850531,35.56563473,36.69524104,37.44680016,0.855755925,15.44948895,16315230.22,4101416
38,19.0,1993.0,1,7.0,2013,1.2,2013-07-05,10.0,17.0,1.0,1.356308661,0.07016973,4.238490822,3.426316999,0.737824581,0.896678757,36.19703015,36.97527913,38.22297906,4.513334607,0.454876296,10842309.74,4600000
38,19.0,2002.0,1,7.0,2013,1.2,2013-07-05,9.0,17.0,1.0,3.67791388,0.137156053,3.561856274,0.929484116,0.780028905,0.780028905,11.57618451,12.25346507,13.68739037,2.192363306,0.659250147,3879802.193,6900000
58,43.0,1971.0,3,6.0,2013,1.2,2013-07-05,3.0,5.0,1.0,1.144773404,0.149713043,11.36085922,1.388619339,1.693178893,1.829504816,15.98516802,17.52623797,18.08775442,1.128663936,0.870660282,8464344.053,7000000
35,19.0,1971.0,1,9.0,2013,1.2,2013-07-05,5.0,12.0,5.0,1.120190401,0.095218462,3.166713354,0.763628279,0.281652134,0.281652134,2.783140785,3.662479766,4.908264378,0.128898395,0.185955658,8087656.379,6098000
